date,ret1_fwd,pos,pos_prev,turnover,tc,strategy_ret,bh_ret,cum_strategy,cum_bh
2022-08-30,-0.007847760257099878,1,1,0,0.0,-0.007847760257099878,-0.007847760257099878,0.8956285712905936,1.0687311688487144
2022-08-31,0.002991727649110487,1,1,0,0.0,0.002991727649110487,0.002991727649110487,0.8983120601830825,1.07193330901328
2022-09-01,-0.010794530441165406,1,1,0,0.0,-0.010794530441165406,-0.010794530441165406,0.8886673520032435,1.0604245200167535
2022-09-02,-0.0041034472098147035,1,1,0,0.0,-0.0041034472098147035,-0.0041034472098147035,0.885028224028366,1.056082039641684
2022-09-06,0.01817480422855766,1,1,0,0.0,0.01817480422855766,0.01817480422855766,0.9012605011434369,1.0754516098523215
2022-09-07,0.006589013388980547,0,1,1,0.0001,-0.0001,0.006589013388980547,0.9011703795994749,1.0825611716860537
2022-09-08,0.015155971507018862,1,0,1,0.0001,0.015055971507018862,0.015155971507018862,0.9148410293742458,1.099093402510369
2022-09-09,0.01052863988146946,1,1,0,0.0,0.01052863988146946,0.01052863988146946,0.9245239456429222,1.1107264939942982
2022-09-12,-0.04419911011958355,1,1,0,0.0,-0.04419911011958355,-0.04419911011958355,0.8845507080292375,1.0627024982097721
2022-09-13,0.003381271704881783,1,1,0,0.0,0.003381271704881783,0.003381271704881783,0.8875466765472112,1.0663018658884234
2022-09-14,-0.011382294724738173,1,1,0,0.0,-0.011382294724738173,-0.011382294724738173,0.8775016349546665,1.0542337156985921
2022-09-15,-0.0072080449142468694,1,1,0,0.0,-0.0072080449142468694,-0.0072080449142468694,0.8711993047839743,1.0466620728790876
2022-09-16,0.006833745439536187,1,1,0,0.0,0.006833745439536187,0.006833745439536187,0.8771732480150086,1.0538391904124937
2022-09-19,-0.011336124553071869,1,1,0,0.0,-0.011336124553071869,-0.011336124553071869,0.8672856522154508,1.0419601961817513
2022-09-20,-0.01726467378977503,1,1,0,0.0,-0.01726467378977503,-0.01726467378977503,0.852440763162428,1.0241254914677138
2022-09-21,-0.00846330926893124,1,1,0,0.0,-0.00846330926893124,-0.00846330926893124,0.8452567365510114,1.0154945752773152
2022-09-22,-0.01738282607756858,1,1,0,0.0,-0.01738282607756858,-0.01738282607756858,0.8306907514741365,0.997994946833663
2022-09-23,-0.010394376865969335,1,1,0,0.0,-0.010394376865969335,-0.010394376865969335,0.8221009588539114,0.9876751381514056
2022-09-26,-0.0021226109775351887,1,1,0,0.0,-0.0021226109775351887,-0.0021226109775351887,0.8203578090029873,0.9855809114614985
2022-09-27,0.01948114438777715,1,1,0,0.0,0.01948114438777715,0.01948114438777715,0.8364960027841142,1.0049693972680467
